timestamp,x,y,EC:58:EA:59:10:B8,EC:58:EA:99:10:B8,EC:58:EA:D9:10:B8,EC:58:EA:19:10:B9,D2:7C:61:D0:7C:69,EC:58:EA:99:00:78,0C:51:01:E3:94:50,EC:58:EA:D9:00:78,0E:50:94:E3:01:51,EC:58:EA:19:10:BC,EC:58:EA:59:10:BC,EC:58:EA:99:10:BC,EC:58:EA:19:10:CC,EC:58:EA:59:10:CC,EC:58:EA:99:10:CC,EC:58:EA:19:00:7C,EC:58:EA:59:00:7C,EC:58:EA:99:00:7C,30:87:D9:31:95:EC,30:87:D9:71:95:EC,30:87:D9:B1:95:EC,EA:8A:2A:5D:D5:5C,30:87:D9:71:82:AC,30:87:D9:B1:82:AC,C8:78:7D:68:74:90,30:87:D9:31:82:AC,A8:5E:45:D9:1C:C8,30:87:D9:31:7C:EC,30:87:D9:71:7C:EC,30:87:D9:B1:7C:EC,EC:58:EA:19:00:79,30:87:D9:71:7C:E8,30:87:D9:B1:7C:E8,30:87:D9:31:7C:E9,30:87:D9:F1:7C:E8,10:7C:61:D0:7C:68,EC:AD:E0:AE:D5:AC,A0:36:BC:70:E0:D4,A0:36:BC:E3:50:28,3C:33:32:BF:75:2A,3C:7C:3F:0A:CF:08,E0:A2:5A:00:CA:65,A0:36:BC:E3:50:2C,7C:10:C9:B7:59:58,4A:9E:BD:05:4F:A4,C8:78:7D:68:74:92,BC:FC:E7:BC:77:90,F0:2F:74:7A:F0:48,EC:58:EA:59:00:78,A0:36:BC:70:E0:D0,30:87:D9:71:95:E8,30:87:D9:B1:95:E8,30:87:D9:F1:95:E8,A8:5E:45:D9:1C:CC,30:87:D9:71:55:C8,30:87:D9:B1:55:C8,30:87:D9:F1:55:C8,30:87:D9:31:55:C9,EC:58:EA:98:FE:F8,50:C7:BF:AF:DD:62,E8:48:B8:ED:47:12,30:87:D9:31:95:E9,30:87:D9:71:97:28,30:87:D9:B1:97:28,30:87:D9:F1:97:28,50:C7:BF:AF:DD:61,30:87:D9:31:97:29,30:87:D9:F1:82:48,30:87:D9:31:82:49,30:87:D9:71:82:A8,30:87:D9:B1:82:A8,30:87:D9:F1:82:A8,EC:58:EA:18:FE:FC,EC:58:EA:58:FE:FC,EC:58:EA:98:FE:FC,7A:7C:61:D0:7C:6D,30:87:D9:31:82:A9,F6:46:5C:FD:D0:4E,C8:9E:43:D1:3D:33,70:4D:7B:0C:3A:60,EC:58:EA:D9:10:C8,B8:55:10:BD:1F:DC,30:87:D9:71:55:08,30:87:D9:B1:55:08,30:87:D9:F1:55:08,30:87:D9:31:55:09,78:32:1B:CC:37:44,00:24:6C:26:87:62,EC:58:EA:58:FE:F8,EC:58:EA:D8:FE:F8,EC:58:EA:18:FE:F9,00:24:6C:26:87:61,7C:10:C9:B7:59:5C,EC:58:EA:59:10:C8,EC:58:EA:99:10:C8,10:7C:61:D0:7C:6C,A0:36:BC:77:0B:80,30:87:D9:71:82:48,A0:AD:9F:0D:58:48,72:7F:F0:05:54:C3,EC:58:EA:19:10:C9,82:52:A1:88:19:33,5C:A6:E6:24:50:7C,B2:68:E6:92:06:AC,FA:8F:CA:30:AD:3C,3C:52:A1:88:19:31,00:24:6C:26:87:60,7C:10:C9:5D:99:D0,C8:7F:54:C1:90:88,30:87:D9:B1:82:48,30:87:D9:B1:77:68,30:87:D9:F1:77:68,30:87:D9:31:52:CC,30:87:D9:71:52:C8,10:7C:61:27:E7:10,30:87:D9:71:77:68,30:87:D9:F1:52:C8,30:87:D9:31:52:C9,30:87:D9:B1:52:C8,EC:75:0C:69:DB:B0,0E:75:0C:69:DB:B0,30:87:D9:B1:52:CC,00:24:6C:26:8B:11,00:24:6C:26:8B:12,00:24:6C:26:8B:10,30:87:D9:F1:53:C8,30:87:D9:31:53:C9,30:87:D9:71:53:C8,30:87:D9:B1:53:C8,F6:46:5C:FD:D0:47,EC:AD:E0:AE:D5:AF,26:6A:0E:B5:D6:69,30:87:D9:B1:6B:48,30:87:D9:F1:6B:48,CC:28:AA:02:9B:48,FC:34:97:B4:39:E0,30:87:D9:31:6B:49,E8:9C:25:51:F3:80,EA:9C:25:B1:D3:DA,22:1D:10:23:B7:AF,9C:A2:F4:B1:A6:7E,A2:06:C3:1D:88:81,62:7F:F0:05:70:20,00:24:6C:26:89:51,1C:3B:F3:EF:50:C3,62:7F:F0:05:70:27,92:A2:F4:B1:A6:71,00:24:6C:26:89:52,00:24:6C:26:89:50,C8:9E:43:D1:3D:32,92:A2:F4:B1:A6:70,30:87:D9:71:6B:48,30:87:D9:31:82:4C,30:87:D9:71:82:4C,30:87:D9:B1:82:4C,FA:12:C0:56:1E:4D,30:87:D9:71:52:CC,30:87:D9:31:77:68,30:87:D9:B1:89:C8,90:50:CA:88:FE:B8,8A:52:A1:88:19:29,A0:36:BC:77:0B:84,C0:06:C3:1D:88:8F,E8:9C:25:55:69:00,84:D8:1B:4A:2E:D3,7C:10:C9:4A:61:81,38:06:E6:83:06:8C,E8:9C:25:B1:D3:DA,82:D2:94:56:3E:F7,3C:7C:3F:A5:2A:A0,48:22:54:B7:C5:53,7E:D2:94:58:12:30,10:7C:61:C3:83:B0,30:87:D9:31:99:2C,30:87:D9:71:99:2C,30:87:D9:B1:99:2C,C6:72:2D:D7:06:26,3C:7C:3F:A1:87:C1,48:2F:6B:BD:EC:60,2A:3A:4D:7F:FF:8A,5C:92:5E:9F:2A:40,3C:52:A1:88:19:2F,5C:92:5E:9F:2A:44,9C:A2:F4:B1:A6:7C,D4:6E:0E:B0:B2:90,8A:A2:F4:B1:A6:7F,8A:A2:F4:B1:A6:7E,00:11:32:84:48:02,40:86:CB:E0:4D:42,30:87:D9:71:89:C8,30:87:D9:F1:89:C8,30:87:D9:31:89:C9,00:24:6C:26:8B:18,00:24:6C:26:8B:1A,46:03:F4:16:65:8F,30:87:D9:31:53:CC,30:87:D9:71:53:CC,30:87:D9:B1:53:CC,00:24:6C:26:8B:19,FA:DA:0C:48:FB:98
1758175040,400,175,-42.0,-42.0,-42.0,-42.0,-61,-53.0,-73.0,-53.0,-74.0,-41,-40,-40,-82.0,-82.0,-83,-62,-62,-62,-78,-78,-78,-56,-86.0,-86.0,-62.0,-87.0,-55.0,-82.0,-83.0,-82.0,-53.0,-70.0,-70.0,-70.0,-70.0,-61.0,-69.0,-82.0,-41.0,-69.0,-76.0,-71.0,-69.0,-70.0,-82.0,-61.0,,,-53.0,,-60.0,-61.0,-60.0,-78.0,-81.0,-83.0,-82.0,-82.0,,,-66.0,-61.0,-81.0,,,,,,,-72.0,-70.0,-72.0,,-84.0,,-83.0,-71.0,,,-78.0,-72.0,,-77.0,-78.0,,-77.0,-80.0,-83.0,,,,,,-72.0,-71.0,,,,,-85.0,-72.0,-86.0,-84.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1758175051,400,175,-42.0,-42.0,-42.0,-42.0,-64,-53.0,-76.0,-53.0,-75.0,-41,-41,-41,-82.0,-82.0,-82,-61,-61,-61,-77,-77,-77,-59,-87.0,-85.0,-61.0,-86.0,-52.0,-82.0,-83.0,-82.0,-53.0,-70.0,-70.0,-70.0,-70.0,-61.0,-69.0,-82.0,-42.0,-80.0,-76.0,-71.0,-67.0,-70.0,-82.0,-61.0,,,-54.0,,-61.0,-61.0,-61.0,-78.0,-81.0,-83.0,-82.0,-82.0,-83.0,-77.0,-67.0,-61.0,-82.0,,,,,,,-72.0,-72.0,-72.0,,-84.0,,-83.0,-72.0,-85.0,,-78.0,-73.0,,-77.0,-77.0,-76.0,-77.0,-80.0,-83.0,-83.0,-82.0,-82.0,-83.0,,-73.0,-71.0,,,,,-85.0,-73.0,-85.0,-84.0,-77.0,-86.0,-82.0,-84.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1758175062,400,175,-42.0,-42.0,-42.0,-41.0,-63,-53.0,-76.0,-53.0,-75.0,-41,-41,-41,-82.0,-82.0,-82,-60,-60,-60,-78,-78,-78,-57,-87.0,-88.0,-61.0,-87.0,-52.0,-81.0,-81.0,-81.0,-53.0,-70.0,-70.0,-70.0,-70.0,-61.0,-69.0,-82.0,-41.0,-86.0,-71.0,-68.0,-67.0,-70.0,-82.0,-64.0,,-80.0,-53.0,,-60.0,-60.0,-60.0,-78.0,-81.0,-83.0,-82.0,-82.0,-83.0,-77.0,-67.0,-60.0,-82.0,-83.0,-81.0,,-81.0,,,-72.0,-72.0,-72.0,,-84.0,,-83.0,-72.0,-85.0,,-78.0,-73.0,,-76.0,-76.0,-76.0,-76.0,-80.0,-83.0,-82.0,-82.0,-82.0,-83.0,,-73.0,-71.0,,,,,-85.0,-73.0,-85.0,-84.0,-77.0,-86.0,-82.0,-84.0,-82.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1758175072,400,175,-42.0,-41.0,-41.0,-41.0,-64,-53.0,-73.0,-53.0,-73.0,-41,-41,-41,-82.0,-83.0,-83,-61,-61,-61,-78,-77,-78,-59,-87.0,-88.0,-62.0,-87.0,-54.0,-81.0,-81.0,-81.0,-53.0,-70.0,-70.0,-70.0,-70.0,-61.0,-69.0,-82.0,-41.0,-79.0,-71.0,-77.0,-67.0,-70.0,-82.0,-64.0,,-80.0,-54.0,,-60.0,-60.0,-60.0,-77.0,-81.0,-83.0,-82.0,-82.0,-83.0,-77.0,-67.0,-60.0,-82.0,-83.0,-81.0,,-81.0,,,-71.0,-72.0,-72.0,,-84.0,,-83.0,-72.0,-85.0,,-78.0,-73.0,-78.0,-78.0,-77.0,-77.0,-77.0,-80.0,-83.0,-82.0,-82.0,-82.0,-83.0,,-73.0,-71.0,,,,,-85.0,-73.0,-85.0,-84.0,-77.0,-84.0,-82.0,-84.0,-82.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1758175083,400,175,-43.0,-43.0,-43.0,-43.0,-61,-53.0,-73.0,-54.0,-73.0,-41,-41,-41,-84.0,-84.0,-85,-60,-60,-60,-77,-77,-78,-58,-87.0,-88.0,-62.0,-87.0,-53.0,-81.0,-81.0,-82.0,-54.0,-70.0,-70.0,-69.0,-70.0,-60.0,-74.0,-82.0,-41.0,-79.0,-71.0,-77.0,-67.0,-69.0,-82.0,-67.0,,-80.0,-54.0,,-60.0,-61.0,-60.0,-77.0,-81.0,-83.0,-83.0,-82.0,-83.0,-74.0,-66.0,-60.0,-82.0,-83.0,-81.0,-86.0,-81.0,,,-71.0,-72.0,-72.0,-83.0,-84.0,-84.0,-82.0,-72.0,-85.0,,-78.0,-72.0,-78.0,-78.0,-77.0,-77.0,-77.0,-80.0,-80.0,-82.0,-82.0,-82.0,-84.0,,-72.0,-73.0,-83.0,,,,-85.0,-72.0,-80.0,-84.0,-76.0,-86.0,-82.0,-84.0,-82.0,-82.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1758175094,400,175,-42.0,-42.0,-42.0,-42.0,-61,-53.0,-74.0,-53.0,-74.0,-42,-42,-42,-84.0,-84.0,-85,-61,-62,-61,-77,-77,-77,-60,-84.0,-86.0,-60.0,-85.0,-52.0,-81.0,-81.0,-82.0,-53.0,-70.0,-70.0,-70.0,-70.0,-60.0,-68.0,-82.0,-42.0,-77.0,-71.0,-77.0,-67.0,-69.0,-82.0,-63.0,,-80.0,-53.0,,-61.0,-61.0,-61.0,-77.0,-81.0,-83.0,-83.0,-82.0,-83.0,-77.0,-66.0,-61.0,-82.0,-83.0,-81.0,-86.0,-81.0,,,-71.0,-72.0,-72.0,-84.0,-85.0,-85.0,-83.0,-72.0,-85.0,,-78.0,-72.0,-78.0,-78.0,-77.0,-77.0,-77.0,-78.0,-80.0,-82.0,-82.0,-82.0,-84.0,,-72.0,-73.0,-83.0,-83.0,,,-85.0,-72.0,-80.0,-84.0,-76.0,-86.0,-82.0,-84.0,-82.0,-82.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1758175105,400,175,-42.0,-42.0,-42.0,-42.0,-61,-54.0,-72.0,-53.0,-73.0,-42,-42,-42,-83.0,-83.0,-84,-62,-62,-62,-77,-77,-77,-59,-85.0,-85.0,-61.0,-84.0,-53.0,-81.0,-81.0,-82.0,-54.0,-70.0,-70.0,-70.0,-70.0,-60.0,-74.0,-82.0,-40.0,-77.0,-71.0,-71.0,-67.0,-69.0,-82.0,-63.0,,-80.0,-53.0,,-61.0,-61.0,-61.0,-76.0,-82.0,-83.0,-83.0,-82.0,-83.0,-77.0,-66.0,-61.0,-82.0,-83.0,-81.0,-86.0,-81.0,,,-71.0,-72.0,-72.0,-85.0,-86.0,-86.0,-82.0,-72.0,-85.0,,-78.0,-72.0,-78.0,-77.0,-77.0,-77.0,-77.0,-78.0,-84.0,-82.0,-82.0,-82.0,-82.0,,-72.0,-73.0,-82.0,-83.0,,,-85.0,-72.0,-80.0,-84.0,-77.0,-86.0,-82.0,-84.0,-82.0,-82.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1758175116,400,175,-42.0,-42.0,-42.0,-42.0,-61,-54.0,-72.0,-53.0,-72.0,-41,-41,-41,-83.0,-83.0,-84,-60,-60,-61,-77,-77,-77,-59,-85.0,-83.0,-61.0,-85.0,-53.0,-81.0,-81.0,-82.0,-54.0,-70.0,-70.0,-70.0,-70.0,-60.0,-74.0,-82.0,-40.0,-77.0,-71.0,-71.0,-68.0,-72.0,-82.0,-63.0,,-80.0,-53.0,,-60.0,-60.0,-60.0,-77.0,-82.0,-83.0,-83.0,-82.0,-83.0,-77.0,-69.0,-61.0,-82.0,-83.0,-81.0,-86.0,-81.0,,,-71.0,-72.0,-72.0,-85.0,-86.0,-86.0,-82.0,-72.0,-85.0,,-78.0,-72.0,-78.0,-77.0,-77.0,-77.0,-77.0,-78.0,-84.0,-82.0,-82.0,-82.0,-82.0,,-72.0,-73.0,-82.0,-83.0,,,-85.0,-72.0,-80.0,-84.0,-77.0,-86.0,-82.0,-84.0,-82.0,-82.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1758175127,400,175,-41.0,-41.0,-41.0,-41.0,-61,-54.0,-73.0,-53.0,-72.0,-42,-42,-42,-83.0,-84.0,-84,-62,-62,-62,-77,-77,-77,-59,-85.0,-85.0,-60.0,-86.0,-53.0,-81.0,-81.0,-82.0,-53.0,-70.0,-76.0,-70.0,-70.0,-60.0,-83.0,-82.0,-41.0,-77.0,-71.0,-74.0,-68.0,-72.0,-82.0,-68.0,,-80.0,-53.0,,-60.0,-61.0,-60.0,-77.0,-82.0,-83.0,-83.0,-82.0,-83.0,-77.0,-67.0,-60.0,-82.0,-82.0,-81.0,-86.0,-81.0,-78.0,-78.0,-70.0,-72.0,-72.0,-85.0,-86.0,-86.0,-82.0,-72.0,-85.0,,-78.0,-72.0,-78.0,-77.0,-76.0,-76.0,-78.0,-78.0,-84.0,-82.0,-82.0,-81.0,-82.0,,-72.0,-73.0,-82.0,-83.0,-79.0,,-85.0,-72.0,-80.0,-84.0,-76.0,-86.0,-82.0,-84.0,-82.0,-82.0,-80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1758175137,400,175,-42.0,-42.0,-42.0,-42.0,-61,-53.0,-73.0,-53.0,-80.0,-43,-43,-43,-81.0,-82.0,-82,-61,-61,-61,-77,-77,-77,-57,-85.0,-85.0,-61.0,-86.0,-54.0,-82.0,-82.0,-82.0,-54.0,-69.0,-70.0,-70.0,-70.0,-60.0,-83.0,-82.0,-40.0,-77.0,-78.0,-69.0,-67.0,-72.0,-82.0,-62.0,,-80.0,-54.0,,-61.0,-60.0,-61.0,-77.0,-82.0,-83.0,-83.0,-82.0,-83.0,-77.0,-67.0,-61.0,-81.0,-82.0,-81.0,-86.0,-81.0,-77.0,-78.0,-70.0,-72.0,-72.0,-85.0,-86.0,-86.0,-82.0,-72.0,-85.0,,-78.0,-72.0,-78.0,-77.0,-77.0,-77.0,-78.0,-78.0,-84.0,-82.0,-82.0,-81.0,-82.0,,-72.0,-73.0,-82.0,-83.0,-79.0,,-85.0,-72.0,-80.0,-84.0,-76.0,-86.0,-82.0,-84.0,-82.0,-82.0,-79.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1758175197,500,175,-49.0,-49.0,-48.0,-48.0,-58,-58.0,-72.0,-57.0,-73.0,-45,-45,-45,-80.0,-80.0,-80,-60,-61,-61,-72,-71,-72,-63,-82.0,-81.0,-61.0,-83.0,-62.0,,,,-58.0,-73.0,-72.0,-62.0,-72.0,-58.0,-68.0,,-52.0,,,-77.0,-76.0,-61.0,-78.0,,,,-58.0,,-58.0,-57.0,-58.0,-87.0,,,,,,,-69.0,-57.0,,,,,,,,-66.0,-66.0,-66.0,-80.0,-80.0,-81.0,-80.0,-66.0,-85.0,,,-69.0,,-75.0,-76.0,-75.0,-75.0,-80.0,-79.0,-84.0,-85.0,-82.0,,,-69.0,-69.0,-81.0,,,-86.0,,,,,,,,-83.0,,,,-85.0,-85.0,-88.0,-82.0,-90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1758175208,500,175,-50.0,-50.0,-50.0,-50.0,-59,-58.0,-74.0,-58.0,-75.0,-45,-45,-45,-80.0,-80.0,-79,-60,-61,-61,-72,-72,-72,-63,-82.0,-83.0,-61.0,-83.0,-64.0,,,,-58.0,-73.0,-73.0,-73.0,-73.0,-58.0,-68.0,,-48.0,-74.0,,-75.0,-74.0,-62.0,-77.0,,,,-58.0,,-57.0,-57.0,-57.0,-84.0,-81.0,-82.0,-80.0,-80.0,,,-68.0,-57.0,,,,,,,,-66.0,-66.0,-66.0,-80.0,-80.0,-81.0,-80.0,-66.0,-85.0,,,-69.0,,-74.0,-75.0,-74.0,-75.0,-80.0,-84.0,-84.0,-84.0,-86.0,-77.0,,-69.0,-69.0,-81.0,,,-86.0,,-69.0,,,,-84.0,,-81.0,,,,-85.0,-85.0,-88.0,-82.0,-90.0,-85.0,-80.0,-79.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1758175219,500,175,-50.0,-50.0,-50.0,-50.0,-58,-57.0,-74.0,-57.0,-75.0,-45,-45,-45,-81.0,-80.0,-80,-60,-60,-60,-71,-72,-72,-64,-84.0,-83.0,-61.0,-84.0,-63.0,,,,-57.0,-70.0,-71.0,-70.0,-71.0,-58.0,-68.0,,-51.0,-71.0,,-72.0,-74.0,-61.0,-77.0,,,-79.0,-57.0,,-56.0,-56.0,-56.0,-85.0,-80.0,-79.0,-80.0,-80.0,,,-68.0,-56.0,,,,-83.0,,-79.0,,-66.0,-66.0,-65.0,-80.0,-80.0,-81.0,-80.0,-66.0,-85.0,,,-69.0,,-74.0,-74.0,-75.0,-74.0,-80.0,-84.0,-84.0,-84.0,-86.0,-77.0,,-69.0,-69.0,-81.0,,,-86.0,,-69.0,,,,-84.0,,-81.0,-82.0,-84.0,-78.0,-85.0,-85.0,-88.0,-82.0,-90.0,-85.0,-81.0,-81.0,-82.0,-76.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1758175230,500,175,-50.0,-50.0,-50.0,-50.0,-59,-58.0,-73.0,-58.0,-73.0,-45,-45,-45,-80.0,-80.0,-80,-61,-61,-61,-71,-71,-71,-64,-84.0,-84.0,-61.0,-84.0,-63.0,,,,-57.0,-70.0,-71.0,-70.0,-70.0,-58.0,-68.0,,-51.0,-64.0,-76.0,-74.0,-74.0,-61.0,-79.0,,,-79.0,-58.0,,-56.0,-56.0,-56.0,-85.0,-81.0,-81.0,-80.0,-80.0,,,-68.0,-56.0,,,,-83.0,,-78.0,-79.0,-66.0,-66.0,-65.0,-80.0,-80.0,-81.0,-80.0,-65.0,-85.0,,,-69.0,,-74.0,-72.0,-74.0,-73.0,-80.0,-84.0,-84.0,-84.0,-86.0,-77.0,,-69.0,-69.0,-81.0,,-79.0,-86.0,,-69.0,,,,-84.0,,-81.0,-82.0,-84.0,-78.0,-85.0,-85.0,-88.0,-79.0,-90.0,-85.0,-78.0,-79.0,-82.0,-76.0,-78.0,-88.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1758175240,500,175,-50.0,-50.0,-50.0,-50.0,-57,-57.0,-73.0,-57.0,-74.0,-44,-44,-44,-80.0,-80.0,-80,-61,-61,-61,-72,-71,-72,-62,-83.0,-86.0,-62.0,-84.0,-63.0,-87.0,-86.0,-88.0,-57.0,-71.0,-71.0,-71.0,-71.0,-57.0,-70.0,,-51.0,-73.0,-79.0,-74.0,-76.0,-71.0,-79.0,-59.0,-82.0,-79.0,-57.0,,-56.0,-56.0,-56.0,-85.0,-81.0,-81.0,-80.0,-80.0,,,-67.0,-56.0,,,,-85.0,,-78.0,-79.0,-65.0,-65.0,-66.0,-82.0,-82.0,-81.0,-81.0,-65.0,-85.0,,,-69.0,,-74.0,-72.0,-74.0,-73.0,-80.0,-84.0,-84.0,-84.0,-86.0,-77.0,,-69.0,-69.0,-81.0,-81.0,-79.0,-86.0,,-68.0,,,-79.0,-84.0,,-81.0,-82.0,-84.0,-78.0,-85.0,-85.0,-88.0,-79.0,-90.0,-85.0,-78.0,-79.0,-82.0,-76.0,-78.0,-88.0,-80.0,-81.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1758175251,500,175,-48.0,-48.0,-48.0,-48.0,-57,-57.0,-73.0,-57.0,-74.0,-45,-45,-45,-80.0,-81.0,-80,-60,-60,-60,-74,-74,-74,-63,-83.0,-83.0,-61.0,-83.0,-63.0,-87.0,-88.0,-87.0,-57.0,-71.0,-71.0,-71.0,-71.0,-56.0,-70.0,,-51.0,-73.0,-79.0,-74.0,-76.0,-71.0,-79.0,-59.0,-82.0,-79.0,-57.0,,-57.0,-56.0,-57.0,-85.0,-81.0,-81.0,-80.0,-80.0,,,-68.0,-56.0,,,,-85.0,,-78.0,-79.0,-65.0,-65.0,-66.0,-82.0,-82.0,-81.0,-80.0,-65.0,-85.0,,,-69.0,,-74.0,-72.0,-74.0,-73.0,-80.0,-84.0,-84.0,-84.0,-86.0,-77.0,,-70.0,-69.0,-79.0,-77.0,-79.0,-86.0,,-69.0,,,-79.0,-84.0,,-81.0,-82.0,-84.0,-78.0,-85.0,-85.0,-87.0,-79.0,-90.0,-85.0,-78.0,-79.0,-82.0,-76.0,-78.0,-88.0,-80.0,-79.0,-79.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1758175262,500,175,-49.0,-49.0,-49.0,-49.0,-58,-57.0,-73.0,-58.0,-75.0,-46,-46,-46,-79.0,-79.0,-79,-61,-61,-61,-71,-71,-71,-64,-85.0,-84.0,-61.0,-84.0,-63.0,-87.0,-88.0,-87.0,-57.0,-71.0,-70.0,-71.0,-71.0,-57.0,-71.0,,-52.0,-76.0,-81.0,-74.0,-75.0,-72.0,-79.0,-59.0,-82.0,-79.0,-57.0,,-56.0,-57.0,-57.0,-85.0,-80.0,-80.0,-80.0,-78.0,,,-67.0,-56.0,,,,-85.0,,-78.0,-79.0,-65.0,-65.0,-66.0,-82.0,-82.0,-82.0,-81.0,-65.0,-85.0,,,-69.0,,-74.0,-75.0,-75.0,-73.0,-81.0,-84.0,-85.0,-84.0,-86.0,-77.0,,-69.0,-69.0,-81.0,-77.0,-79.0,-86.0,,-69.0,,,-79.0,-86.0,,-81.0,-82.0,-86.0,-78.0,-85.0,-85.0,-87.0,-79.0,-90.0,-85.0,-78.0,-79.0,-82.0,-76.0,-78.0,-88.0,-80.0,-79.0,-79.0,-80.0,-80.0,-80.0,-81.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1758175273,500,175,-50.0,-50.0,-50.0,-50.0,-57,-56.0,-74.0,-56.0,-74.0,-45,-46,-45,-80.0,-81.0,-81,-61,-61,-61,-71,-72,-71,-64,-82.0,-82.0,-61.0,-82.0,-67.0,-87.0,-88.0,-87.0,-56.0,-71.0,-71.0,-71.0,-70.0,-58.0,-70.0,,-53.0,-73.0,-81.0,-74.0,-75.0,-71.0,-79.0,-59.0,-82.0,-78.0,-56.0,,-56.0,-56.0,-56.0,-85.0,-80.0,-80.0,-80.0,-78.0,,,-62.0,-56.0,,,,-85.0,,-78.0,-79.0,-66.0,-67.0,-67.0,-82.0,-82.0,-82.0,-81.0,-67.0,-85.0,,,-69.0,,-74.0,-75.0,-75.0,-73.0,-81.0,-84.0,-85.0,-84.0,-86.0,-77.0,,-69.0,-69.0,-81.0,-77.0,-79.0,-86.0,,-69.0,,,-79.0,-86.0,,-81.0,-82.0,-86.0,-78.0,-85.0,-85.0,-87.0,-79.0,-90.0,-85.0,-78.0,-79.0,-82.0,-76.0,-78.0,-88.0,-87.0,-84.0,-84.0,-80.0,-80.0,-80.0,-81.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
